freq_Hz,real,imag,amplitude_dB,phase_deg
8007200000.0,0.4493165558672649,0.8943749662750955,0.0077753654301961385,63.325938000296404
8007250000.0,0.45855118575588283,0.8901481396076117,0.011419514538935586,62.74517913447534
8007300000.0,0.446677607123735,0.8851674560087435,-0.07427789845191143,63.22334791680597
8007350000.0,0.46811326114856877,0.8895700686506597,0.04521246132494161,62.24557076141099
8007400000.0,0.4493898401217701,0.8809582928418325,-0.09643941571639617,62.97319998286045
8007450000.0,0.4531901563693474,0.8884821402233519,-0.02272155274782695,62.97512966731678
8007500000.0,0.455466822750662,0.8923577716190297,0.01626605003523695,62.959855903067385
8007550000.0,0.463640304888303,0.8768451547086287,-0.07084459929283507,62.13192234444149
8007600000.0,0.4664526196943469,0.8799420834619264,-0.03542566966424182,62.072175202141175
8007650000.0,0.4590394441409499,0.8839204085938609,-0.034740996784339485,62.556148432001386
8007700000.0,0.47667221401077836,0.8948305761223134,0.11966988429783637,61.955973068553966
8007750000.0,0.4748485908344883,0.8908384913035788,0.08205892656094607,61.94079777541945
8007800000.0,0.47272994022844217,0.877615139805556,-0.02752607705075017,61.69074513217342
8007850000.0,0.45569658174748306,0.8810325396466935,-0.07058878135039753,62.65063237262204
8007900000.0,0.4603776204711762,0.8806848739298292,-0.0543941118640756,62.40170172114554
8007950000.0,0.4695576536102937,0.8666599885589841,-0.1251967890164229,61.55110024121806
8008000000.0,0.4757229097635436,0.8869208593450124,0.05584106181206985,61.79196668204642
8008050000.0,0.4600121711555387,0.8870684981352547,-0.006511835572446374,62.589842384604175
8008100000.0,0.46268499089531817,0.868407146980974,-0.14031165603524026,61.951429066282074
8008150000.0,0.46615974485229883,0.8817157081775561,-0.02295876464866713,62.13476183723141
8008200000.0,0.48556063517306614,0.8781354829204306,0.02982483470299604,61.059819003582035
8008250000.0,0.4851533617859283,0.8751702123238915,0.005627783421476716,60.99806735302078
8008300000.0,0.4813823670815038,0.886811125213224,0.0781729160976638,61.505827874318136
8008350000.0,0.48349223133708846,0.87670843738896,0.010334421480538546,61.12388942133365
8008400000.0,0.47445554455049554,0.8781077766003701,-0.016616014157050947,61.61694461264409
8008450000.0,0.47573252552855666,0.8929518754421655,0.10166122299476604,61.95291994074043
8008500000.0,0.4988513924427865,0.8708837312965916,0.03155033449729152,60.19546337405622
8008550000.0,0.48285486065055,0.8777667982734153,0.015707649762285957,61.185040803633946
8008600000.0,0.48454000364202615,0.8730374028814726,-0.013164628325950214,60.9695123296206
8008650000.0,0.4849698645794247,0.8695733705216155,-0.03771404846862485,60.85114991886401
8008700000.0,0.4974071638663092,0.8609167634112685,-0.04983101521812984,59.982201911409774
8008750000.0,0.49361802208473277,0.869441144988172,-0.0017954998758340202,60.41461428831832
8008800000.0,0.4915296435480357,0.8704641142511067,-0.003001296470450054,60.54765292996047
8008850000.0,0.49691465661091233,0.8768561551501532,0.06808590190766085,60.45975858854649
8008900000.0,0.5015114446137315,0.8618605685188014,-0.024749743021821292,59.80513414156246
8008950000.0,0.49493090769812115,0.855420747830966,-0.10238252365598743,59.947105494055776
8009000000.0,0.49401655134122263,0.8577695086329028,-0.0885330865525272,60.06100097945768
8009050000.0,0.5015148479824363,0.8584750991169775,-0.050248031953694164,59.7068412479256
8009100000.0,0.5075215995646104,0.8650513549587707,0.025513631121366693,59.60005005905648
8009150000.0,0.5145421107164472,0.8626556555200146,0.03860331396740352,59.18549057972312
8009200000.0,0.5077872453522478,0.8553998012230063,-0.04559313530915192,59.30554628188331
8009250000.0,0.49976732936212914,0.8562555846043067,-0.07472545185392646,59.72934080659172
8009300000.0,0.5026358049525678,0.8632859114754665,-0.009106632150634777,59.79051175039548
8009350000.0,0.4930641544307041,0.8405845013483747,-0.22416047733682914,59.605265931747525
8009400000.0,0.5228932164727461,0.8593904978807387,0.051673563062763925,58.68172068768441
8009450000.0,0.5115229603427802,0.8441767067785572,-0.11311732141756665,58.78652595324098
8009500000.0,0.5167825307989451,0.8471888664195767,-0.06654976720921162,58.61694092783169
8009550000.0,0.5161407230731063,0.8462535798402516,-0.07646945650967701,58.62045861552556
8009600000.0,0.5159267166855867,0.8433319194205706,-0.0993250713465041,58.54287937376548
8009650000.0,0.5190315379732556,0.8578795746571509,0.02317758316735186,58.8253579908107
8009700000.0,0.5447986477181176,0.8446952447019229,0.04457068737489968,57.179410706723885
8009750000.0,0.5257639133841981,0.8509489424334246,0.0023523496665819707,58.289905345255946
8009800000.0,0.5313567704092532,0.8398864394146721,-0.053532920347532376,57.68038137583488
8009850000.0,0.5322438689729492,0.8416726738213149,-0.03621251965139767,57.692194911656834
8009900000.0,0.5252283978087485,0.8500201578680702,-0.0069580234224157584,58.28803507928329
