freq_Hz,real,imag,amplitude_dB,phase_deg
8007200000.0,0.9846037327613334,0.11513271640863959,-0.07579020544960391,6.669482209443535
8007250000.0,0.9873857869572297,0.12038240746951619,-0.04618166715105711,6.951213929400932
8007300000.0,0.9963712753158358,0.12379034620579352,0.03494898647108417,7.082204238445961
8007350000.0,0.9851627596248689,0.1302037158971302,-0.054634803677708794,7.528843723377561
8007400000.0,0.9958073344311617,0.12569525038922452,0.03215544751600607,7.1940833835222175
8007450000.0,1.0083875633414914,0.11955788032622958,0.13317450982067794,6.761618261714252
8007500000.0,0.9916211023793775,0.10977860322884882,-0.020181787562822955,6.3172739052049245
8007550000.0,0.9969554543373919,0.13459513910113674,0.0519597405739515,7.688795044596536
8007600000.0,0.9885639744866335,0.11820780166840067,-0.038247666565316675,6.81878228261795
8007650000.0,0.9893325835163519,0.12594107649862976,-0.023340289026966377,7.254677522128878
8007700000.0,0.9811771027983915,0.12575579041002252,-0.09428950390364649,7.303682921278598
8007750000.0,0.9854238660097582,0.1264623129814142,-0.056595657633076696,7.312962421279592
8007800000.0,0.9902701119944459,0.14490466698402815,0.007083023963808232,8.324919012448929
8007850000.0,0.9846331658451339,0.12043490004274887,-0.07001796007662305,6.973465228888082
8007900000.0,0.9846694938157166,0.1467208478817919,-0.03882077231336363,8.47501234540201
8007950000.0,0.9837287828716647,0.14050449478475038,-0.054788026912494445,8.128493388513593
8008000000.0,0.9908991072905035,0.12428884665862659,-0.01161657785379169,7.1492943709032595
8008050000.0,0.9818927986466047,0.1184178942487987,-0.09600638745550623,6.876753795725782
8008100000.0,1.001511523992996,0.12119942319446522,0.07626018921947458,6.900181100024205
8008150000.0,0.98969521667155,0.11920843389247095,-0.027415317111276892,6.868168897268788
8008200000.0,0.9881253319820341,0.13728473204736658,-0.02072714455647165,7.909728437446941
8008250000.0,0.9955958369775836,0.11054517246932231,0.014876463311510432,6.335837925049205
8008300000.0,0.9913802607655259,0.12457697730561089,-0.007153312326258192,7.16225437044003
8008350000.0,0.9777619687134252,0.12969148208288733,-0.11959318425999942,7.555673977164071
8008400000.0,0.980731252327266,0.12492608973718848,-0.09909751279462867,7.259274039244309
8008450000.0,0.9832811938625563,0.1327514139250196,-0.06799788194978162,7.688931495263021
8008500000.0,0.984734306726934,0.12388994146279374,-0.06541560452999184,7.170737060810753
8008550000.0,0.9919073538883632,0.10919738646462518,-0.018260167177723996,6.282296724415516
